signal,benchmark_type,sample_name,specification,coefficient,is_focus_regressor,month_count,mean_coefficient,t_stat,p_value,positive_month_share,coefficient_std,mean_cross_section_nobs,mean_cross_section_r2
AnalystRevision,fixed_x_obs,outside_signal_coverage,mar_signal_only,baspread,False,91,-3.9838484744325333,-3.1799829597133416,0.0014728371293042113,0.34065934065934067,16.672505059654565,32.417582417582416,0.527948814569259
AnalystRevision,fixed_x_obs,outside_signal_coverage,mar_signal_only,beta,False,91,-0.24733480783020195,-2.652468695863215,0.007990553699596802,0.45054945054945056,1.1596641261559528,32.417582417582416,0.527948814569259
AnalystRevision,fixed_x_obs,outside_signal_coverage,mar_signal_only,bm,False,91,-0.18649881694510795,-2.8321861320944053,0.004623092852636157,0.38461538461538464,0.9600911382068191,32.417582417582416,0.527948814569259
AnalystRevision,fixed_x_obs,outside_signal_coverage,mar_signal_only,const,False,91,15.663587171865442,2.876322182746754,0.004023388132357035,0.5934065934065934,75.32734286263997,32.417582417582416,0.527948814569259
AnalystRevision,fixed_x_obs,outside_signal_coverage,mar_signal_only,idiovol,False,91,12.482031802236712,3.0965817526474044,0.001957658722545474,0.5384615384615384,48.7799153033025,32.417582417582416,0.527948814569259
AnalystRevision,fixed_x_obs,outside_signal_coverage,mar_signal_only,ill,False,91,0.8742249645134306,2.2076268012461195,0.02727029926230667,0.5824175824175825,3.9369359931290915,32.417582417582416,0.527948814569259
AnalystRevision,fixed_x_obs,outside_signal_coverage,mar_signal_only,maxret,False,91,1.3582800832833548,2.1531587554947382,0.03130620388854516,0.5274725274725275,8.767827988769051,32.417582417582416,0.527948814569259
AnalystRevision,fixed_x_obs,outside_signal_coverage,mar_signal_only,mom1m,False,91,-0.16356326788399272,-0.9054421791898796,0.36523117880944134,0.4835164835164835,1.5500926073928452,32.417582417582416,0.527948814569259
AnalystRevision,fixed_x_obs,outside_signal_coverage,mar_signal_only,mve,False,91,0.14825605742220682,3.1005286887159578,0.0019317549949619205,0.5824175824175825,0.6596477872637151,32.417582417582416,0.527948814569259
AnalystRevision,fixed_x_obs,outside_signal_coverage,mar_signal_only,retvol,False,91,-16.80308591077042,-2.7239527710178137,0.0064505730205720885,0.43956043956043955,82.16298125081364,32.417582417582416,0.527948814569259
AnalystRevision,fixed_x_obs,outside_signal_coverage,mar_signal_only,std_dolvol,False,91,0.41485117867133847,3.1027142510626304,0.001917546913310918,0.6043956043956044,1.863967722096357,32.417582417582416,0.527948814569259
AnalystRevision,fixed_x_obs,outside_signal_coverage,mar_signal_only,std_turn,False,91,0.014590892877163314,2.29472194220403,0.021749064496564573,0.5714285714285714,0.10607396699131744,32.417582417582416,0.527948814569259
AnalystRevision,fixed_x_obs,outside_signal_coverage,mar_signal_only,turn,False,91,0.03901820992745546,1.0076111466340123,0.3136411756528096,0.5494505494505495,0.344354078466262,32.417582417582416,0.527948814569259
AnalystRevision,fixed_x_obs,outside_signal_coverage,mar_signal_only,x_mar_filled,True,91,-17.681989045624842,-2.915568568562724,0.0035504108091904993,0.4175824175824176,83.80989854278468,32.417582417582416,0.527948814569259
AnalystRevision,fixed_x_obs,outside_signal_coverage,missing_plus_mar_signal,age,False,91,-0.008952283695135886,-2.5966052787782226,0.009415004840011721,0.43956043956043955,0.04745314175856008,32.417582417582416,0.527948814569259
AnalystRevision,fixed_x_obs,outside_signal_coverage,missing_plus_mar_signal,baspread,False,91,-3.9838484744325333,-3.1799829597133416,0.0014728371293042113,0.34065934065934067,16.672505059654565,32.417582417582416,0.527948814569259
AnalystRevision,fixed_x_obs,outside_signal_coverage,missing_plus_mar_signal,beta,False,91,-0.24733480783020195,-2.652468695863215,0.007990553699596802,0.45054945054945056,1.1596641261559528,32.417582417582416,0.527948814569259
AnalystRevision,fixed_x_obs,outside_signal_coverage,missing_plus_mar_signal,bm,False,91,-0.18649881694510795,-2.8321861320944053,0.004623092852636157,0.38461538461538464,0.9600911382068191,32.417582417582416,0.527948814569259
AnalystRevision,fixed_x_obs,outside_signal_coverage,missing_plus_mar_signal,const,False,91,15.663587171865442,2.876322182746754,0.004023388132357035,0.5934065934065934,75.32734286263997,32.417582417582416,0.527948814569259
AnalystRevision,fixed_x_obs,outside_signal_coverage,missing_plus_mar_signal,idiovol,False,91,12.482031802236712,3.0965817526474044,0.001957658722545474,0.5384615384615384,48.7799153033025,32.417582417582416,0.527948814569259
AnalystRevision,fixed_x_obs,outside_signal_coverage,missing_plus_mar_signal,ill,False,91,0.8742249645134306,2.2076268012461195,0.02727029926230667,0.5824175824175825,3.9369359931290915,32.417582417582416,0.527948814569259
AnalystRevision,fixed_x_obs,outside_signal_coverage,missing_plus_mar_signal,maxret,False,91,1.3582800832833548,2.1531587554947382,0.03130620388854516,0.5274725274725275,8.767827988769051,32.417582417582416,0.527948814569259
AnalystRevision,fixed_x_obs,outside_signal_coverage,missing_plus_mar_signal,mom1m,False,91,-0.16356326788399272,-0.9054421791898796,0.36523117880944134,0.4835164835164835,1.5500926073928452,32.417582417582416,0.527948814569259
AnalystRevision,fixed_x_obs,outside_signal_coverage,missing_plus_mar_signal,mve,False,91,0.14825605742220682,3.1005286887159578,0.0019317549949619205,0.5824175824175825,0.6596477872637151,32.417582417582416,0.527948814569259
